User,Spend
62118,383.24366205961746
50441,1503.2000523521695
50441,658.7540269578471
99782,725.2108729397081
82204,457.303746917696
89674,1922.3354996449
99782,329.18986956199103
77923,219.28271315254932
77923,88.81371391316809
77923,291.4655306317579
16089,154.56855474872572
16089,326.280564586505
23822,258.2692020252906
85908,111.87747493976057
88142,234.29611372263412
78639,329.22454526991686
78639,304.06765013497636
74974,1145.0547411425541
91683,175.15691938956658
42809,359.425652883439
55717,110.21099985876263
35062,2333.260243947648
55717,394.7547319652029
33799,145.84793609353937
22958,128.74855150363823
22958,132.1569596248635
54719,363.8774284243875
61292,115.99816555457629
61292,292.36411030415087
90739,168.21605015288063
74803,690.3671883169931
38567,694.9502024974429
12754,132.8814987121859
12075,120.7158122084124
82035,223.4013177314613
12075,268.20514378566105
90739,107.380859365776
78456,337.3718054652539
72034,353.79204815300835
62832,575.1250004652472
15486,925.9651642628813
62832,425.0518599603643
62832,1318.2872549281292
15486,330.4613459299961
75695,4226.814631958139
55255,645.3010455114394
55255,1885.2552328896384
55255,337.86840265336
55255,297.1020544133752
94594,146.46882212534368
94594,654.9101709059968
16212,472.693258287959
31072,498.7578500324282
31072,621.7936891044536
18693,307.57455007861773
18693,129.352529117854
18693,170.9150831360586
22353,139.04273492884164
22353,75.43965873174281
22353,379.0565414899272
22353,118.66262815156695
22353,440.3674256590305
22353,342.8170849743382
51206,359.4980114387188
51697,146.7497363108554
12313,711.7546878236881
12313,1087.9558435465167
25846,119.73313686628643
74325,165.76975649290824
99168,295.8177705704896
99168,943.9557511993094
99168,183.74623611512334
30989,529.9062912757252
17498,245.3789775186385
17498,450.54067857678086
92642,108.39483810145008
30675,3013.5025749617794
74833,150.2902468713854
74833,444.4652354370438
24963,90.83103198960684
91683,148.40290286662398
67152,316.06115732016445
19425,239.60666721571738
99168,2168.855635845483
19425,110.70831728611091
13198,718.9181986192897
38556,788.9443796358929
52389,953.949012890394
19425,219.270322097504
38556,1122.6055843881607
32189,490.5488396684152
32189,153.92725356614847
32189,396.51010055011665
32189,167.44008650589888
32189,100.38561896590988
35846,789.4905946744998
32189,334.4815959888668
82204,222.98705144434902
82204,166.77153251685812
53168,317.824328738801
88512,95.5340745346092
88512,498.4030458505535
88512,130.61864249622803
73377,131.38375634028256
35846,525.5511388302064
53168,840.8503300967616
35846,259.8830545820311
77923,660.8258549655768
87110,988.835484193567
87110,2185.811978388057
24974,6543.823174807786
13933,796.6252947939856
13933,56.221148725339496
61292,118.4477359756083
73377,463.8164715248698
61292,210.81638205724167
61292,104.5553175650062
78401,119.86695199517624
61292,666.2213577607107
55775,347.5712989041333
42809,327.1559565286788
15549,494.70663023826387
15549,306.8461187157963
15486,116.13120630977717
15486,626.657119217598
37542,206.7613901085193
37542,148.2972353807786
37542,71.37266767499713
37542,301.77784851266915
38970,337.8018490461465
44820,355.00221795500045
13209,341.2610185423896
73411,176.97611164009587
13209,655.2954452495973
13209,430.17406243491575
73411,274.73596333446517
59924,215.1064690110131
59924,403.61445507212983
46463,1148.5920331479547
46463,1682.194656790359
11529,153.65659811760185
27962,792.1993500114287
21791,923.8699156142737
77463,59.37960041960042
77463,276.67304610010643
77463,214.18916762976468
77463,63.75718352328581
77463,336.4654489955656
77463,171.7323042100345
23580,566.8150352794944
62669,281.8020237585256
71110,510.89064945348684
71110,584.088541385389
11529,293.02181520947687
62669,464.1233877758813
63443,162.0515242458207
30675,354.29720088228044
63443,190.1825269640841
63443,177.40259443961762
46802,91.17026514935414
46802,397.59187116444525
46802,224.05441872526347
77463,51.21577971388479
77463,475.95727329975716
77463,147.20703645176778
51818,315.8345639198436
51818,766.7471299310009
25831,171.9272541724799
25831,105.91349957541428
25831,237.493501803829
25831,181.39658519078787
66198,157.33799079884253
66198,488.69771433221626
66198,444.852603604524
60762,610.6522514709673
85908,85.59106065960275
72034,142.21985175591098
51206,246.24328298444638
27184,1358.9023294652322
27184,413.13547563448
51206,2170.9079040851875
51206,244.5591211638282
23735,78.65166441168344
23735,325.7660290610104
23735,166.01509743827722
76989,340.7403531398408
33628,131.67379797066758
36928,226.68149549954862
60762,538.5976436793313
60762,343.49382570918516
62118,297.0605279712743
63443,192.37381828189774
63443,109.50017609259017
38556,626.9698344600797
73598,219.4315581976537
98601,350.02025688540414
89167,162.9980137766082
89167,407.92507644213384
89167,112.68810277542515
89167,148.0803276865619
89167,355.57237547280516
22792,147.86743059828038
82193,161.1362865064311
82193,277.23634536694016
73598,125.57777872282928
23580,800.982806196159
16955,40.60065140179243
73598,320.17970744637825
64232,1428.1599145343669
33628,50.73518023744946
33628,527.7567978176825
77923,96.85245160161209
92208,184.3673519192011
92208,181.3210778038249
51206,271.97279288686974
92208,151.85416912169424
92208,179.78225413880924
92208,497.279059617387
96137,93.50760352741102
96137,680.5268681204119
86928,1219.3404310849467
72563,323.78801728064593
94403,147.83439317614543
94403,158.40596807868715
94403,340.52975494925727
51206,358.81334318514627
44301,93.91007917272142
30743,114.3042541288668
30743,89.37192435226618
30743,443.5264787566143
94403,197.2275076015844
94403,155.39623289678528
94403,448.0495185018177
79072,134.47394924955378
79072,904.3933611060227
86928,700.9209732365932
18693,273.7620832263792
18693,291.88178637268777
74833,1045.871026146679
56576,251.19732124788047
56576,429.6806048485672
56576,574.7422452353186
58170,814.2088282324708
58170,789.2168474960387
58170,413.47113358136085
97377,266.2053932037468
97377,188.47936381379148
62832,672.9192294165545
33628,191.82917283030707
62832,227.9102635257525
87193,102.41272904436927
62832,604.7799582445048
33628,213.29057478715316
33628,371.79465529268674
62265,300.817440968134
86928,1805.0835344921045
74497,319.14107184807506
18042,189.20567578779668
18042,327.21464382284864
31985,345.8051356500769
31985,866.8452292385837
86345,159.00878904767333
86345,121.47983109584592
19875,336.97567108615726
36928,311.68290867391363
36928,706.1109853341977
68075,152.6494801931463
40986,248.70805824608902
40986,351.7364837353572
42809,226.29714982525425
13209,405.8120456171418
96886,330.9898480501584
96886,371.04663564537066
92376,985.3675379196256
92376,449.8973553580896
33510,243.3007395505264
60927,182.67815719869802
60927,314.0777222999728
17587,71.92564860323074
17587,587.3696393309345
15300,337.4855151136858
94594,297.89694884882687
94594,863.7251184934278
94594,340.3285352179601
85908,96.65471578494656
63443,261.48589349776995
69579,291.0218271915563
69579,175.73593235456102
69579,782.4376117947287
73411,218.29724197326703
76989,317.72695118409945
76989,203.8721557969553
76989,805.094970441574
73411,413.67956225166915
83412,134.5666553823391
81970,400.1382071825607
42610,168.23359502548809
81970,480.4586896333606
62118,104.21879936344723
24790,426.21978955973816
83412,121.98143729813398
83412,298.43265277193365
54719,206.10302678004115
98861,302.3774591516428
32832,203.9254607590403
53168,634.585108681262
32832,999.0155522158756
32832,798.8090176696518
36928,151.20537835779683
36928,205.1012575010611
36928,167.18085807913099
36928,169.23985775123654
36928,459.07916264061186
67232,316.30567493184486
79666,95.22741356337606
79666,595.5224702742462
79666,241.14433172890284
42809,378.4515236985508
23178,137.70318793361068
23178,287.9250768333722
30675,128.48600737850668
12313,572.1755839011586
12313,320.1290197967018
12313,1400.0549295606634
77063,374.2691058704287
30743,224.02528047121632
30743,79.82040612528577
30743,178.99888149292786
30743,254.08046204368884
30743,141.83321857887674
30743,290.7211298892008
35846,836.9563742636662
70190,392.45819687039324
51308,102.89452410231426
19865,446.31450407057775
19865,214.19908009771183
51308,443.66896874601343
51308,320.95319854207514
76317,120.96079960019199
76317,78.73689719675882
37214,382.7233735329117
90739,581.1044821182684
60506,354.1512188544281
26988,96.80816628300087
21791,780.9185254146954
10100,141.51020699663573
52389,2551.4578944194595
11447,220.20479428701856
31863,115.09754756525774
11447,721.8120572712262
35062,384.58127882075723
48415,128.46152548965537
80831,633.5346723063193
58170,766.48173246675
42427,192.30529626595418
42427,224.80419257320142
27962,443.7088479634395
27962,177.23213599815674
27962,441.77512700845153
45901,487.5674600035578
47814,2766.8578056094684
47814,1301.0979606550811
22792,62.22821410771287
96901,273.2130529086336
96901,305.3701122297365
44742,195.11334512282247
47330,116.71272435581663
37214,628.4072123623964
32264,180.03632616501892
51206,413.7131388406689
67232,108.47719615776478
51206,250.9261582699162
51206,322.6740864149463
51206,467.49157609389124
18042,119.89758878523644
65410,356.8048356994693
18042,296.6894655911379
65410,361.6308798229912
18042,245.42264234223347
42620,434.9570753187433
17020,160.92156087725525
17020,235.30427266861733
98042,202.79151778211516
98042,273.340442375853
98042,366.75828382727775
52429,642.4973909757665
15300,148.57823217047422
15300,114.61921915749866
77063,169.76394924614
18612,614.0571149339509
94653,975.6374496561584
94653,6989.299629251309
75895,260.1377435028397
75895,116.4207591038242
94237,1055.3304244639771
94237,2179.4702345675323
22676,590.2910464965836
80081,193.55909241663838
80081,63.94053232717823
35062,1747.3785819210598
31457,311.24719191554874
31863,417.8598322676471
32189,111.39981007236885
32189,253.37591184835415
32189,283.56179569098873
32189,169.64558312546208
32189,111.92758568728821
40568,344.3532881466686
32189,460.9878755019837
40568,539.0512472445964
90028,354.27062354135
90028,182.26453641330983
15258,717.3119125558247
31863,601.5930640691857
60579,178.3398619583162
12075,101.63874229085349
83925,112.14402865484458
75316,993.3034577542523
62118,159.1683153207139
62118,344.58909975338537
11092,1432.1919139859738
11092,495.9167492030567
11092,647.1181767525646
11092,249.36564467840785
11092,243.70154847528667
43059,861.2852223756144
74155,222.46088586256974
74155,265.14439544148115
15300,296.8451163699765
18042,220.67331186390183
18042,140.82220169855128
18042,284.13592952071474
26517,188.6738907463443
26517,241.00613595757096
74155,162.11387980880846
74155,262.55990997140117
42809,386.13715000766
74155,90.40028684143223
92855,698.0604556585805
92855,269.07900279381903
54975,408.2321619583181
54975,228.09818230773027
40464,121.88367802034912
40464,265.2514875934106
73394,184.39998611209103
73394,237.38782820231282
14897,229.80033262658685
14045,256.6747142985044
54352,494.76070871516265
54352,893.8531300934324
60266,149.0703969585451
71951,96.4816811394584
82809,247.82646466492557
15428,108.0546609209697
44301,350.24264754517446
88142,451.97533541350174
90739,104.16734211626974
90739,126.02832369278809
90739,248.0704407125552
60579,161.4982273891373
90739,842.2021813786491
98861,190.06821693291042
33146,132.2023479884239
38567,227.78908108537647
33146,243.14926744725562
38567,245.38213607126352
38567,269.15570165968256
38567,467.38802255775977
72191,149.2201465370504
72191,261.96890360789337
72191,140.15104947981874
72191,640.5445990554435
68299,427.3921733596623
68299,257.8536657246241
72191,214.02519125189002
38567,454.62783590058234
15300,396.9529751267862
15300,214.25924531609445
15300,382.8373394515454
38567,333.7091404723181
10076,149.7084618992194
44301,142.53901929511915
13793,866.0196385938214
32211,324.1638988792334
32211,100.58866960819574
32211,280.0765067013441
13198,748.9059614164237
13198,518.8050948577863
61292,165.17797430250602
74497,354.9458474183652
74497,406.79143578607767
56115,122.03372783903282
56115,136.00044213618642
69579,366.22824926383635
19875,197.40821032212514
69579,347.70393058210215
16089,611.4989093879872
37785,140.00390699633002
37785,97.4733213691823
56079,287.0858958544505
55429,294.61519059111987
55429,353.8367282351696
37371,148.78100027449673
22792,259.52370692063784
47330,115.34813606335995
47330,100.28543977537008
36928,822.6321183080875
36928,170.14573720190924
36928,227.76955934653046
25831,257.21915812165605
25831,92.54582628697386
25831,209.8372109292494
36928,303.4848025524715
56150,217.10194548405337
56150,955.8498444721736
86345,144.11203119086525
12313,143.34681585333618
12313,1545.0728102033859
12313,56.30954885432751
12313,681.6888207462968
75407,769.2509997772316
75407,3406.182082982089
32189,56.36370415322949
32189,497.8203573233885
67232,338.40900854091456
67232,876.102188070573
30743,112.42273030959768
30743,317.8584637513942
30743,131.3477984125378
52642,450.5546903982975
14544,2500.8010215794
12093,189.90120268099102
83246,852.2030344059989
46609,448.62990372148766
38970,201.4747152421782
12093,118.3356044341008
97249,544.6240579032196
37214,515.0945035951929
53108,708.1370976680071
53108,231.0024650113987
42560,448.95264311031264
42560,504.3556713277322
25846,39.64235617494821
76989,352.9485772037322
76989,494.7140133813828
55255,2099.140662797064
66198,7667.085028803042
55852,257.98078560734785
75407,168.57376985068169
75407,1064.353384130425
55255,1976.7322497189002
74803,449.13490398715925
74803,350.7885101641307
74803,450.7356632300669
74803,352.3169997548809
89167,517.0595609351433
44301,300.6317652743328
44301,229.90111490078723
42620,252.16697055814964
42620,474.8866760532638
48415,105.08891412426523
92577,11835.595450419067
97918,125.91566786155701
97918,209.83027294350705
36148,427.1925533997712
41433,252.16559846368267
41433,211.68852385053924
74155,3129.868479461849
39221,207.31279865011876
39221,1042.0401328515577
71695,235.0700485953629
71695,328.58115003441065
98861,426.5990962011655
52389,2373.376550838353
92203,1931.514247431217
92203,1783.2309367031344
90370,71.22406817155553
22792,234.88885674891893
52389,1876.0771191407266
52389,1073.2777981368963
37542,204.8925401146824
70475,121.31867265726835
37542,63.10670633394477
37542,154.53973504958162
37542,315.8665919598116
14554,156.54801264697372
23178,266.7672459990094
23178,338.54317001094824
74325,203.99967709118786
77923,115.12359990036329
77923,232.24619816963158
77923,317.07737261140073
13209,230.38222707882815
54547,458.116165943211
68299,435.76357560365517
68299,131.87765199468132
43059,872.493529675564
43059,1205.8200464689266
16955,41.673898449938854
71167,484.7697342035106
15549,430.5648339584443
15549,125.4604669703336
78639,165.29064993672267
78639,668.8474990126425
30743,243.6939055904984
77923,51.969864184507855
75407,160.92744663723033
21791,179.4533748133957
21791,762.0087790660292
21791,313.9170744171567
16212,243.89820037353147
75407,497.31080608340994
38717,597.6099147000133
61181,160.42461274471918
14045,126.52248262284395
53168,105.1492449513428
78879,1926.7156358270472
78879,834.9474961355777
11929,419.5718885126252
11929,185.92909069946944
71814,424.38118249344666
16555,601.6229742005412
71814,165.16408742480283
62669,441.9092708187461
27962,145.1587016133087
68002,167.3225203291471
27962,561.3564702258343
27962,647.2712395041723
16555,508.16247899062347
16555,1103.053226109338
62669,358.38079595968503
41826,1066.5142139729978
33146,348.75161321071863
33146,286.1982960251699
94653,182.10569112625927
98042,223.03294638884182
98042,598.8314853249467
98042,331.3190426246028
13209,340.93197401672387
94653,484.6998170831276
94653,375.97576744365256
63443,182.16034981642295
63443,324.71677935925203
51805,419.6855533789123
46463,888.7631586617772
46463,387.73820339462304
94166,467.59474862863226
94166,941.9118540452413
27184,640.235245478765
27184,167.75858812302073
94594,197.08010326699315
94594,601.568564168141
94594,233.15196149162304
97918,104.97715812320696
97918,133.71026173100068
83925,292.4006639550523
90739,140.85953515342808
87193,3407.621499089329
87193,1217.7802788688612
13209,470.3420994335481
13209,574.7486912267166
13476,255.5643337383975
45444,329.5473841598362
45444,209.91633048927375
13476,107.70967537092207
85908,110.8377427156304
55775,289.60571893803433
13476,382.60708889843903
44820,546.193408203251
44820,183.07182828649053
41433,1365.3584672408142
90739,521.1371672834458
39270,230.50435184580158
86555,191.63559290265414
36866,518.0432990726181
33592,551.4707254190769
74155,677.9209359697977
45934,642.5622796431436
62832,298.0758071933897
73718,375.9516352047654
62832,746.32876735039
62832,1369.67988413151
34501,454.4388364751717
34501,282.93977185886087
65807,289.91663835700376
19865,249.09842324889362
19865,1187.651249166962
90370,388.32150381968245
90370,26.33838412826445
22792,280.85877613696016
22792,755.9263839433263
49095,360.0478201967652
51818,406.39556986317945
51818,919.6693689669363
22792,1202.79445529677
35846,843.7010544756799
72191,993.9270038869663
19865,457.45734159766664
19865,495.93547447821913
27962,918.9911852106051
26988,296.86579731294603
79666,252.78087101387104
79666,413.5133287287113
79666,995.8962866683299
11529,1369.9272488445054
89167,229.8235258372145
89167,642.1888429692527
85533,223.80450941766102
82809,571.9843005217891
82809,415.8129943107105
23735,558.3920891065153
23735,200.34675638579319
23735,404.7734641530049
49095,483.50591934950694
74325,8094.752747549725
53203,639.4739008922407
14897,405.52282585195337
49197,2627.213815171188
71951,369.54341303912736
71951,62.86914183117786
71951,402.1877869891927
71951,206.35741298374126
71951,570.7830339501872
88142,91.0903847504888
88142,622.8933197457503
70475,306.25203165899563
12075,244.2641036163316
12075,1574.5542948213144
35846,600.581584821112
76167,78.2473588239479
27128,498.2174649348975
11529,2132.569073462766
39383,330.2625288427892
39383,58.362807220547936
39383,264.734017326769
42809,335.2291705903865
75415,217.24145158961568
75415,712.5873619244131
37542,474.52454449752685
56079,169.5922855037893
22766,1669.1483402593622
52389,3267.77249363779
55305,477.7719593974688
99168,224.74950565769356
99168,228.61448450429725
99168,182.52267609215045
74325,2752.02441431206
74325,1078.8221890858729
80081,89.85950460660324
80081,163.92520631693046
80081,759.6944711063582
52815,301.29776934219063
69894,215.0585080624403
71167,147.30067569998232
69894,841.7012943175785
54719,659.5419097729623
78455,176.48076843443687
86345,135.90935602039588
92208,141.76593291516517
14045,195.47429164607465
14045,69.08584198574634
94738,456.58866942209573
27962,208.32685677541232
27962,341.7113565036013
27962,182.2018655179071
22561,156.59445472798473
62118,425.7749060374749
27962,712.8115862677605
27962,368.42763559228194
62118,289.81595460996965
62118,126.54043958650051
94738,1091.0208073500617
29002,3925.904230722608
29002,3137.3935324090594
55775,604.3514855184968
40568,260.6785322104073
96281,429.65669998683364
96281,156.02208220073427
27260,379.37992360330117
69894,587.4879403052943
23580,428.81607895252375
96281,587.4243761513609
52724,282.39419862988086
69894,793.621778517709
52389,925.9739795501393
44912,54.55288396599867
25831,219.77292705891116
25831,616.1953883621736
44742,485.9761567507949
75407,573.6965861183687
75407,1792.1562835719187
72191,245.8636418349889
35128,148.10765405232638
82809,285.03901615973734
82809,259.12366320003844
82809,284.4040841891916
82809,1496.4444759823798
97772,686.5365941856148
12313,1650.858290135291
16955,300.7242868019131
32189,301.127286014986
32189,288.65809411038225
92855,830.2756756375449
32189,117.65172729560643
78614,388.60600701668176
63443,321.00201710004035
63443,188.70612906533287
12313,2043.088695350573
83925,92.49929571982977
76317,687.4619628515062
83925,207.79497926773757
18524,249.5627528492446
77923,98.51949432961644
74183,258.70620223973117
74183,234.5571700872428
50414,695.303088676229
50414,464.582334226516
36019,152.88073936991648
36019,542.722877247896
36019,385.2690414958262
36019,256.6921460119348
83663,390.5280310078205
19425,767.9548722004912
37371,121.0030473921221
38567,223.32836457416
72829,362.6114409720372
60787,188.31475213641357
60762,163.7240597914437
76989,341.32878740114427
53168,308.3113115195294
22766,675.8402099486883
15683,354.6964531718466
27962,49.166923675870564
47257,764.5243802647522
27962,189.87297730012
47257,93.16377145857919
47257,226.2144806685069
56226,397.3988500509652
61292,122.4216309384531
61292,216.43342854817
12075,124.51399420675173
63295,119.62979624105377
76989,217.54939910415283
76989,420.1419835272915
76989,561.1079319728652
55775,430.2762303021756
51206,259.8292700199791
51206,515.1011642936891
41826,405.53250359111615
18042,351.11021685657175
18042,262.1733134128184
55775,6781.68734032163
26568,224.78900661716432
12320,164.80474995532538
26568,372.7248843930089
72829,991.9472641067205
30334,279.03316870606756
70475,406.1824432355748
30334,380.37942895506853
70475,439.1655771860839
44742,147.9041443336779
44742,98.25186997156248
44742,674.8492037000433
78639,700.8811087492202
78639,503.4247669390374
11544,604.4981518614427
24790,237.06055071793187
24790,378.8901822346352
42809,272.59953588558216
32832,1185.5688762706402
32832,822.3618171808843
87124,409.0655035862504
38556,1073.5707254534007
38556,168.53537579531044
25831,226.00921085294112
38146,117.50094490090264
53203,387.10027956871863
52389,253.62536148428347
35424,181.03186534801543
79666,226.91635898897752
79666,467.7755946511252
79666,677.8819171971081
11092,201.38247445590386
11092,338.41034059539396
11092,536.7696956867096
12775,234.43355968297698
12775,282.12481785183024
60762,503.351572069935
60762,389.35799210840247
40464,326.14819027157847
13198,2689.0712827452508
13198,831.8000229874739
12075,191.21083817986076
77144,236.95794249584284
85533,76.90488460358917
85533,101.03117013056486
85533,584.2591065419092
77144,444.71307893920016
38567,798.5576125599696
72829,556.5588401667482
12320,194.53640991613742
52297,230.46145217348808
12320,293.6153100380868
72829,160.3871884586846
12320,994.1594034834433
72829,362.8790372533274
52297,317.8369992119467
52297,1002.2448140687977
88485,272.391189722678
88485,340.99744414826716
69764,471.13973943396417
69764,106.64867879768762
69764,259.9456240256696
61181,196.62304729665007
12075,156.15044059565145
12075,198.32084779812928
39270,99.16863384484894
39270,609.5832806822519
45934,507.7564908561116
45934,134.09565402875398
45934,54.85852946598522
11544,91.3642214376492
51818,173.88861984266228
51818,177.0279042990078
54921,272.10225821031855
22792,951.1108324888388
30989,147.98145006284676
30989,298.91059427530786
83925,555.3798608062857
42809,273.9969143940246
60927,252.34370645848117
56083,652.4325714432217
94594,383.372321551236
94594,176.31492690098213
53137,639.5488111143508
94594,375.07477478230896
94594,364.6533268165464
46802,120.29196735821395
46802,605.5206577861777
64689,572.494507279718
29005,706.0093302371836
11929,622.6696785490714
77463,58.88434669793844
77463,338.2037655546767
77463,184.6411908591196
70596,102.38502190732216
70596,582.3690867868643
70596,286.0427040781453
41433,1094.260539615878
71695,312.6416980096363
71695,347.2840642396793
88516,268.17132361680217
30356,207.2615120062952
88516,377.45712039248747
91234,499.1207466207227
24790,363.6651942811622
24790,133.30001682526165
72191,677.0835241839061
44301,566.3410120357906
74183,696.6376013224341
44301,6177.648192488227
74183,460.10281673403784
10776,396.64741078632966
94594,447.8298732079563
94594,1215.2621701316275
23580,401.2834939293228
32138,848.3809496450757
19425,425.090321909213
33510,174.52980552087968
81530,381.8933124816781
81530,3151.3999649819457
82809,276.6026623774843
82809,975.8055256465573
33510,52.60600667608076
33510,497.7123669114894
25536,130.3473839761447
90739,167.08652881122362
32832,853.3151470258757
90739,438.4638194480476
16555,645.9729051648036
25536,235.02062016841438
25536,313.4268319926118
36866,243.021956992815
64689,414.98534074827387
41826,859.0706401248485
41826,251.67274949416245
27962,455.2066627542338
94594,749.2084848061833
94594,350.65548309894285
94594,413.3403075600591
30743,132.77005702632962
78270,104.5711540714858
78270,129.80883179925527
78270,179.1375848388122
97377,469.1155805964207
94403,146.10875486524338
94403,185.07538090465684
94403,221.36675099455607
94403,146.7925282108241
